Product ID,avg_torque,avg_speed,max_tool_wear,cluster
L54361,52.1,1331.0,30,2
L54362,16.8,2158.0,32,1
L54363,50.9,1445.0,34,2
L54365,29.2,1672.0,39,1
L54367,54.3,1402.0,44,2
L54368,56.8,1286.0,46,2
L54369,46.3,1486.0,48,2
L54370,46.3,1345.0,50,2
L54371,34.1,1629.0,52,1
L54373,64.7,1306.0,57,2
L54374,52.6,1380.0,59,2
L54377,41.8,1486.0,69,2
L54379,41.4,1507.0,74,2
L54380,33.4,1608.0,76,1
L54381,40.6,1474.0,78,2
L54382,61.9,1326.0,80,2
L54384,41.7,1526.0,85,2
L54385,39.6,1483.0,87,2
L54386,51.9,1457.0,89,2
L54388,29.1,1707.0,94,1
L54389,34.2,1624.0,96,1
L54391,40.3,1431.0,101,2
L54395,47.7,1477.0,112,0
L54397,28.2,1716.0,117,1
L54400,42.6,1429.0,127,0
L54403,51.6,1374.0,137,0
L54404,31.0,1598.0,139,1
L54406,51.3,1399.0,144,0
L54407,27.1,1720.0,146,1
L54409,33.4,1749.0,153,1
L54410,39.4,1542.0,155,0
L54411,36.6,1553.0,157,0
L54413,45.9,1447.0,162,0
L54415,53.8,1361.0,167,0
L54418,36.0,1697.0,175,1
L54419,42.0,1553.0,177,0
L54424,26.9,1760.0,193,1
L54425,34.6,1477.0,195,0
L54426,29.1,1681.0,197,1
L54428,28.0,1762.0,202,1
L54429,44.7,1402.0,204,0
L54433,39.1,1522.0,217,0
L54434,37.5,1493.0,219,0
L54437,41.8,1518.0,5,2
L54438,25.9,1742.0,7,1
L54440,14.5,2424.0,12,1
L54441,25.1,1818.0,14,1
L54443,46.9,1429.0,19,2
L54445,48.7,1384.0,24,2
L54446,32.8,1578.0,26,2
L54447,26.7,1695.0,28,1
L54448,36.2,1543.0,30,2
L54450,25.8,1808.0,35,1
L54452,59.5,1202.0,40,2
L54455,38.7,1514.0,48,2
L54457,54.2,1475.0,53,2
L54459,40.9,1465.0,60,2
L54460,69.6,1288.0,62,2
L54461,29.7,1675.0,64,1
L54462,36.4,1486.0,66,2
L54469,53.8,1433.0,86,2
L54470,24.4,1806.0,88,1
L54471,46.7,1416.0,90,2
L54473,29.2,1627.0,95,1
L54474,24.3,1809.0,97,1
L54477,39.8,1500.0,107,2
L54478,36.0,1532.0,109,0
L54479,50.9,1492.0,111,0
L54480,42.3,1431.0,113,0
L54481,39.4,1554.0,115,0
L54482,44.2,1494.0,117,0
L54483,45.4,1374.0,119,0
L54484,44.3,1394.0,121,0
L54486,45.8,1356.0,126,0
L54488,49.1,1333.0,131,0
L54489,44.9,1505.0,133,0
L54490,33.5,1606.0,135,1
L54492,52.4,1412.0,142,0
L54493,38.4,1408.0,144,0
L54494,53.3,1268.0,146,0
L54495,50.0,1470.0,148,0
L54496,47.0,1497.0,150,0
L54497,29.1,1638.0,152,1
L54499,32.7,1654.0,159,1
L54501,23.5,1911.0,166,1
L54503,46.3,1479.0,173,0
L54505,45.7,1419.0,178,0
L54508,42.2,1517.0,186,0
L54511,34.2,1524.0,196,0
L54514,30.3,1694.0,204,1
L54515,49.9,1328.0,206,0
L54517,32.8,1539.0,213,0
L54518,38.8,1496.0,215,0
L54519,36.4,1579.0,0,2
L54520,46.6,1386.0,2,2
L54521,37.7,1505.0,4,2
L54523,48.0,1468.0,9,2
L54524,49.8,1384.0,11,2
L54525,60.5,1381.0,13,2
L54526,47.0,1469.0,15,2
L54527,36.6,1627.0,17,2
L54529,36.5,1633.0,24,2
L54530,39.5,1469.0,26,2
L54531,43.4,1458.0,28,2
L54533,30.4,1687.0,33,1
L54535,34.1,1588.0,38,2
L54536,51.2,1333.0,40,2
L54537,42.9,1487.0,42,2
L54540,35.2,1585.0,50,2
L54541,38.5,1502.0,52,2
L54542,35.1,1594.0,54,2
L54543,48.9,1412.0,56,2
L54544,51.7,1402.0,58,2
L54545,20.4,2057.0,60,1
L54551,44.0,1512.0,79,2
L54552,42.7,1473.0,81,2
L54553,38.0,1553.0,83,2
L54554,50.4,1379.0,85,2
L54556,43.1,1481.0,90,2
L54557,52.7,1349.0,92,2
L54558,52.4,1388.0,94,2
L54560,24.8,1743.0,99,1
L54561,43.1,1495.0,101,2
L54562,28.3,1698.0,103,1
L54564,36.2,1614.0,108,1
L54569,32.5,1707.0,124,1
L54571,31.3,1675.0,129,1
L54574,38.0,1479.0,137,0
L54576,35.1,1616.0,142,1
L54577,26.1,1737.0,144,1
L54579,35.1,1642.0,149,1
L54581,51.9,1409.0,154,0
L54583,48.6,1376.0,159,0
L54584,32.2,1553.0,161,0
L54586,40.7,1545.0,166,0
L54588,51.1,1292.0,173,0
L54589,17.6,2084.0,175,1
L54590,27.6,1747.0,177,1
L54591,47.8,1425.0,179,0
L54592,33.6,1637.0,181,0
L54594,33.4,1619.0,186,0
L54595,39.1,1489.0,188,0
L54599,36.2,1572.0,199,0
L54600,40.0,1547.0,201,0
L54602,44.1,1351.0,206,0
L54603,47.3,1407.0,208,0
L54607,31.9,1634.0,0,2
L54609,33.6,1590.0,5,2
L54612,43.1,1484.0,13,2
L54614,38.2,1508.0,18,2
L54615,40.7,1504.0,20,2
L54616,41.2,1487.0,22,2
L54617,30.0,1727.0,24,1
L54618,27.5,1647.0,26,1
L54619,41.4,1493.0,28,2
L54620,29.6,1655.0,30,1
L54622,36.9,1601.0,35,2
L54624,55.1,1286.0,42,2
L54625,41.3,1553.0,44,2
L54626,51.0,1379.0,46,2
L54628,38.4,1488.0,51,2
L54629,45.9,1418.0,53,2
L54630,41.0,1451.0,55,2
L54631,43.1,1508.0,57,2
L54632,33.6,1579.0,59,2
L54634,47.3,1446.0,66,2
L54637,36.6,1530.0,74,2
L54639,32.0,1591.0,79,1
L54640,41.6,1445.0,81,2
L54641,28.3,1749.0,83,1
L54642,30.4,1703.0,85,1
L54644,42.3,1535.0,92,2
L54648,37.7,1560.0,107,2
L54649,33.5,1607.0,109,1
L54650,54.6,1332.0,111,2
L54651,53.3,1365.0,113,0
L54654,22.3,1989.0,121,1
L54656,41.8,1492.0,128,0
L54658,39.5,1479.0,133,0
L54663,28.8,1671.0,149,1
L54665,38.8,1595.0,154,0
L54666,31.8,1635.0,156,1
L54667,33.6,1707.0,158,1
L54668,43.5,1545.0,160,0
L54671,57.9,1320.0,168,0
L54673,54.2,1448.0,173,0
L54674,48.2,1436.0,175,0
L54675,34.0,1609.0,177,0
L54676,44.5,1464.0,179,0
L54679,26.3,1746.0,187,1
L54680,51.4,1410.0,189,0
L54681,30.8,1640.0,191,1
L54684,42.0,1589.0,201,0
L54685,39.4,1546.0,203,0
L54686,41.8,1511.0,205,0
L54687,28.3,1750.0,207,1
L54689,60.1,1372.0,212,0
L54690,38.9,1524.0,214,0
L54691,36.1,1601.0,0,2
L54693,14.9,2261.0,5,1
L54694,32.3,1636.0,7,2
L54697,47.3,1445.0,15,2
L54698,40.8,1500.0,17,2
L54699,21.0,1999.0,19,1
L54700,35.5,1529.0,21,2
L54702,54.0,1334.0,26,2
L54704,31.1,1639.0,31,1
L54706,31.4,1660.0,38,1
L54707,45.2,1470.0,40,2
L54709,35.7,1467.0,45,2
L54713,37.9,1504.0,58,2
L54714,47.3,1418.0,60,2
L54715,31.7,1629.0,62,1
L54716,12.5,2579.0,64,1
L54717,64.7,1305.0,66,2
L54719,36.9,1487.0,71,2
L54723,45.0,1446.0,82,2
L54724,44.2,1425.0,84,2
L54725,22.6,1891.0,86,1
L54727,40.9,1430.0,93,2
L54728,43.6,1495.0,95,2
L54729,41.6,1544.0,97,2
L54732,40.7,1525.0,105,2
L54733,39.6,1505.0,107,2
L54735,60.5,1332.0,112,2
L54736,37.0,1471.0,114,0
L54741,49.4,1388.0,128,0
L54746,34.7,1613.0,142,1
L54748,33.7,1627.0,147,1
L54749,71.8,1255.0,149,0
L54751,30.9,1606.0,156,1
L54752,28.6,1676.0,158,1
L54753,37.1,1605.0,160,0
L54754,37.4,1487.0,162,0
L54755,46.5,1471.0,164,0
L54757,32.0,1530.0,169,0
L54758,28.9,1673.0,171,1
L54759,56.8,1436.0,173,0
L54760,51.2,1495.0,175,0
L54763,46.6,1480.0,185,0
L54764,37.3,1472.0,187,0
L54765,50.8,1397.0,189,0
L54766,35.5,1589.0,191,0
L54767,54.1,1405.0,193,0
L54768,20.1,2013.0,195,1
L54769,26.0,1802.0,197,1
L54773,67.5,1270.0,208,0
L54774,38.5,1531.0,0,2
L54776,37.2,1547.0,7,2
L54777,18.9,2074.0,9,1
L54778,42.6,1491.0,11,2
L54779,28.3,1759.0,13,1
L54781,62.0,1351.0,18,2
L54782,28.7,1705.0,20,1
L54783,43.6,1406.0,22,2
L54784,34.6,1639.0,24,2
L54788,27.1,1642.0,37,1
L54789,41.8,1490.0,39,2
L54791,32.7,1611.0,44,1
L54793,46.3,1475.0,49,2
L54794,47.5,1432.0,51,2
L54795,47.0,1442.0,53,2
L54797,45.3,1556.0,58,2
L54799,47.0,1459.0,63,2
L54800,36.9,1651.0,65,1
L54801,38.4,1490.0,67,2
L54803,29.9,1734.0,72,1
L54804,45.5,1507.0,74,2
L54805,34.9,1556.0,76,2
L54807,44.8,1445.0,83,2
L54808,32.7,1619.0,85,1
L54810,37.7,1534.0,90,2
L54811,49.3,1444.0,92,2
L54812,26.8,1744.0,94,1
L54813,44.6,1441.0,96,2
L54815,38.5,1526.0,101,2
L54816,29.7,1704.0,103,1
L54818,35.9,1661.0,110,1
L54819,41.8,1466.0,112,0
L54820,35.1,1608.0,114,1
L54824,44.6,1424.0,127,0
L54825,29.3,1662.0,129,1
L54826,23.9,1936.0,131,1
L54827,31.7,1728.0,133,1
L54828,28.8,1552.0,135,1
L54830,57.7,1343.0,142,0
L54832,51.1,1346.0,147,0
L54833,44.6,1492.0,149,0
L54835,32.5,1596.0,154,1
L54836,47.8,1541.0,156,0
L54837,30.0,1661.0,158,1
L54839,42.4,1528.0,163,0
L54841,32.5,1575.0,168,0
L54843,54.8,1385.0,173,0
L54845,40.5,1497.0,180,0
L54847,43.9,1528.0,185,0
L54848,37.0,1539.0,187,0
L54849,58.4,1336.0,189,0
L54850,37.6,1525.0,191,0
L54854,47.2,1509.0,202,0
L54855,45.4,1447.0,204,0
L54856,49.1,1448.0,206,0
L54857,52.6,1428.0,208,0
L54859,32.4,1635.0,213,0
L54860,43.7,1395.0,215,0
L54861,43.7,1443.0,217,0
L54863,43.5,1524.0,222,0
L54865,43.5,1397.0,227,0
L54868,39.8,1553.0,0,2
L54869,39.2,1432.0,2,2
L54873,21.4,1964.0,15,1
L54875,47.7,1488.0,22,2
L54877,45.1,1400.0,29,2
L54878,38.6,1419.0,31,2
L54885,49.7,1316.0,55,2
L54886,31.2,1708.0,57,1
L54888,32.3,1709.0,64,1
L54889,41.5,1445.0,66,2
L54891,55.5,1309.0,71,2
L54892,37.6,1499.0,73,2
L54894,43.0,1487.0,78,2
L54895,49.6,1302.0,80,2
L54897,53.0,1365.0,85,2
L54901,42.4,1425.0,102,2
L54902,54.7,1409.0,104,2
L54903,30.2,1730.0,106,1
L54905,26.9,1744.0,111,1
L54908,47.0,1420.0,119,0
L54910,44.2,1472.0,126,0
L54911,30.1,1566.0,128,1
L54912,42.7,1430.0,130,0
L54913,40.9,1481.0,132,0
L54914,29.4,1670.0,134,1
L54915,55.1,1406.0,136,0
L54919,31.1,1576.0,149,1
L54920,45.1,1453.0,151,0
L54921,39.0,1478.0,153,0
L54923,28.4,1710.0,158,1
L54924,59.5,1314.0,160,0
L54925,39.6,1460.0,162,0
L54928,47.4,1515.0,170,0
L54929,33.0,1674.0,172,1
L54930,51.2,1444.0,174,0
L54936,57.9,1368.0,191,0
L54938,30.8,1689.0,196,1
L54939,59.2,1272.0,198,0
L54943,76.6,1200.0,3,2
L54946,52.7,1318.0,13,2
L54949,38.9,1552.0,23,2
L54950,32.2,1548.0,25,2
L54951,29.5,1709.0,27,1
L54953,24.8,1759.0,34,1
L54954,31.9,1634.0,36,1
L54955,33.6,1663.0,38,1
L54957,25.6,1695.0,43,1
L54958,39.0,1517.0,45,2
L54959,26.8,1811.0,47,1
L54960,23.5,1815.0,49,1
L54961,40.0,1513.0,51,2
L54963,28.8,1667.0,56,1
L54964,60.1,1403.0,58,2
L54965,42.1,1383.0,60,2
L54966,46.2,1466.0,62,2
L54967,47.5,1378.0,64,2
L54969,38.5,1495.0,69,2
L54970,29.3,1729.0,71,1
L54971,47.7,1418.0,73,2
L54973,40.8,1434.0,80,2
L54976,52.4,1454.0,90,2
L54977,39.0,1476.0,92,2
L54978,28.3,1812.0,94,1
L54979,41.9,1374.0,96,2
L54981,49.6,1383.0,101,2
L54982,58.2,1429.0,103,2
L54985,28.8,1706.0,111,1
L54986,48.6,1349.0,113,0
L54988,36.7,1627.0,118,1
L54990,17.0,2218.0,123,1
L54992,32.0,1666.0,128,1
L54993,41.7,1455.0,130,0
L54994,24.6,1927.0,132,1
L54996,35.9,1533.0,137,0
L54998,16.6,2142.0,144,1
L54999,46.2,1369.0,146,0
L55001,24.4,1802.0,151,1
L55003,53.2,1484.0,158,0
L55004,38.1,1535.0,160,0
L55006,64.2,1300.0,165,0
L55009,28.3,1664.0,173,1
L55012,37.0,1484.0,183,0
L55013,38.7,1604.0,185,0
L55014,45.6,1483.0,187,0
L55015,34.7,1549.0,189,0
L55016,35.0,1604.0,191,0
L55017,31.0,1685.0,193,1
L55018,49.2,1372.0,195,0
L55019,47.4,1374.0,197,0
L55020,31.0,1606.0,199,0
L55021,47.2,1471.0,201,0
L55022,31.1,1659.0,203,1
L55024,42.6,1503.0,208,0
L55025,23.2,1798.0,210,1
L55027,50.9,1322.0,215,0
L55031,47.2,1373.0,3,2
L55032,37.5,1515.0,5,2
L55033,56.5,1317.0,7,2
L55034,37.2,1551.0,9,2
L55036,42.2,1433.0,14,2
L55037,43.1,1432.0,16,2
L55038,51.7,1350.0,18,2
L55040,44.6,1415.0,23,2
L55041,42.9,1498.0,25,2
L55044,59.5,1330.0,33,2
L55045,50.5,1383.0,35,2
L55046,49.4,1431.0,37,2
L55047,38.1,1461.0,39,2
L55051,54.7,1308.0,52,2
L55052,37.2,1532.0,54,2
L55053,38.6,1470.0,56,2
L55054,37.9,1548.0,58,2
L55055,24.0,1898.0,60,1
L55057,53.8,1420.0,67,2
L55058,49.0,1418.0,69,2
L55061,39.1,1493.0,79,2
L55064,59.1,1465.0,91,2
L55065,36.3,1590.0,93,2
L55067,37.9,1590.0,98,2
L55068,33.2,1577.0,100,1
L55070,25.6,1767.0,105,1
L55071,39.2,1517.0,107,2
L55073,43.8,1416.0,112,0
L55075,50.0,1422.0,117,0
L55076,53.6,1376.0,119,0
L55077,50.7,1434.0,121,0
L55078,47.3,1423.0,123,0
L55079,52.5,1364.0,125,0
L55080,23.8,1825.0,127,1
L55081,44.5,1365.0,129,0
L55083,44.8,1435.0,134,0
L55086,51.0,1372.0,142,0
L55087,26.3,1858.0,144,1
L55088,26.8,1715.0,146,1
L55089,38.5,1590.0,148,0
L55091,36.9,1512.0,153,0
L55092,44.0,1498.0,155,0
L55093,41.9,1395.0,157,0
L55096,37.1,1512.0,169,0
L55097,42.4,1474.0,171,0
L55098,41.3,1505.0,173,0
L55099,40.0,1496.0,175,0
L55100,49.3,1382.0,177,0
L55101,47.7,1419.0,179,0
L55102,39.7,1462.0,181,0
L55106,57.1,1335.0,194,0
L55107,42.0,1476.0,196,0
L55108,43.6,1497.0,198,0
L55110,48.0,1455.0,203,0
L55111,38.4,1499.0,205,0
L55112,41.9,1478.0,207,0
L55113,21.8,1928.0,209,1
L55116,46.4,1490.0,217,0
L55117,31.4,1578.0,219,0
L55118,31.3,1681.0,221,1
L55119,43.4,1417.0,223,0
L55122,45.8,1432.0,6,2
L55123,29.0,1753.0,8,1
L55124,49.0,1414.0,10,2
L55125,32.2,1655.0,12,1
L55126,35.6,1516.0,14,2
L55127,45.5,1426.0,16,2
L55128,39.4,1479.0,18,2
L55130,36.0,1568.0,23,2
L55133,36.8,1447.0,31,2
L55134,41.9,1454.0,33,2
L55138,49.9,1377.0,48,2
L55139,32.3,1585.0,50,2
L55141,59.0,1264.0,57,2
L55142,47.0,1372.0,59,2
L55143,39.9,1510.0,61,2
L55144,40.2,1423.0,63,2
L55145,35.3,1464.0,65,2
L55146,35.9,1602.0,67,2
L55148,23.2,1811.0,72,1
L55149,28.8,1711.0,74,1
L55151,46.1,1405.0,79,2
L55152,54.9,1397.0,81,2
L55153,29.7,1682.0,83,1
L55154,38.4,1528.0,85,2
L55157,59.0,1378.0,95,2
L55158,53.5,1480.0,97,2
L55161,36.4,1445.0,105,2
L55162,42.6,1488.0,107,2
L55163,33.0,1601.0,109,1
L55164,34.9,1550.0,111,0
L55165,34.1,1540.0,113,0
L55166,34.5,1587.0,115,1
L55168,34.9,1486.0,122,0
L55169,37.9,1430.0,124,0
L55171,39.0,1534.0,129,0
L55173,31.9,1595.0,134,1
L55174,43.5,1424.0,136,0
L55175,28.8,1776.0,138,1
L55178,51.7,1359.0,146,0
L55181,50.2,1374.0,154,0
L55184,44.0,1533.0,162,0
L55185,37.3,1477.0,164,0
L55186,46.0,1462.0,166,0
L55188,41.1,1414.0,171,0
L55190,61.1,1323.0,178,0
L55191,43.3,1427.0,180,0
L55194,44.2,1500.0,188,0
L55197,39.3,1518.0,196,0
L55198,23.5,1889.0,198,1
L55199,30.7,1675.0,200,1
L55202,43.8,1441.0,210,0
L55204,38.7,1493.0,217,0
L55206,50.2,1399.0,222,0
L55207,44.9,1425.0,224,0
L55208,44.8,1501.0,226,0
L55210,42.2,1490.0,3,2
L55211,32.4,1550.0,5,2
L55212,46.5,1416.0,7,2
L55213,38.8,1485.0,9,2
L55214,36.8,1564.0,11,2
L55215,19.7,1910.0,13,1
L55216,46.1,1460.0,15,2
L55217,34.1,1603.0,17,2
L55218,47.3,1486.0,19,2
L55219,31.8,1560.0,21,2
L55220,39.3,1498.0,23,2
L55222,45.1,1486.0,30,2
L55223,35.8,1486.0,32,2
L55224,38.1,1441.0,34,2
L55226,41.4,1471.0,39,2
L55227,38.2,1463.0,41,2
L55228,41.3,1413.0,43,2
L55230,51.1,1401.0,50,2
L55231,27.2,1652.0,52,1
L55232,45.7,1403.0,54,2
L55233,21.7,1887.0,56,1
L55234,47.9,1405.0,58,2
L55236,43.4,1499.0,65,2
L55237,37.2,1549.0,67,2
L55238,44.9,1515.0,69,2
L55239,37.7,1540.0,71,2
L55244,34.8,1596.0,87,1
L55246,21.3,1868.0,92,1
L55251,29.5,1646.0,106,1
L55253,36.7,1558.0,113,0
L55254,34.9,1631.0,115,1
L55255,43.0,1366.0,117,0
L55256,48.0,1360.0,119,0
L55257,39.7,1547.0,121,0
L55258,31.2,1571.0,123,1
L55259,36.1,1528.0,125,0
L55261,53.5,1356.0,132,0
L55263,42.2,1438.0,139,0
L55264,44.4,1483.0,141,0
L55265,49.8,1331.0,143,0
L55266,37.5,1463.0,145,0
L55267,40.6,1446.0,147,0
L55268,45.7,1356.0,149,0
L55269,30.3,1676.0,151,1
L55270,23.0,1910.0,153,1
L55271,56.9,1375.0,155,0
L55273,35.7,1511.0,160,0
L55275,48.3,1493.0,167,0
L55277,41.5,1452.0,172,0
L55278,39.0,1500.0,174,0
L55279,30.5,1603.0,176,1
L55280,27.8,1682.0,178,1
L55281,37.7,1567.0,180,0
L55282,46.0,1413.0,182,0
L55284,31.5,1692.0,187,1
L55285,48.7,1476.0,189,0
L55289,26.3,1821.0,202,1
L55293,45.6,1459.0,3,2
L55295,57.2,1367.0,10,2
L55296,19.6,2004.0,12,1
L55297,47.5,1406.0,14,2
L55298,33.0,1548.0,16,2
L55299,55.2,1333.0,18,2
L55300,26.4,1767.0,20,1
L55301,27.0,1827.0,22,1
L55304,41.0,1568.0,32,2
L55305,47.8,1452.0,34,2
L55306,37.9,1433.0,36,2
L55308,31.3,1629.0,41,1
L55309,39.2,1520.0,43,2
L55313,46.1,1466.0,58,2
L55314,32.4,1650.0,60,1
L55315,36.3,1554.0,62,2
L55318,54.9,1356.0,72,2
L55319,38.2,1571.0,74,2
L55320,28.0,1658.0,76,1
L55321,49.9,1393.0,78,2
L55323,40.4,1477.0,83,2
L55326,31.8,1533.0,91,1
L55327,41.0,1447.0,93,2
L55331,40.9,1472.0,104,2
L55332,45.7,1438.0,106,2
L55333,42.4,1507.0,108,2
L55334,52.1,1393.0,110,2
L55335,52.4,1283.0,112,0
L55336,30.9,1644.0,114,1
L55337,46.9,1498.0,116,0
L55338,40.8,1400.0,118,0
L55342,35.0,1574.0,133,0
L55343,36.4,1574.0,135,0
L55344,40.9,1472.0,137,0
L55345,33.2,1552.0,139,0
L55346,31.4,1603.0,141,1
L55348,30.6,1690.0,148,1
L55350,45.7,1522.0,153,0
L55352,28.9,1596.0,160,1
L55354,52.3,1371.0,167,0
L55356,40.0,1564.0,172,0
L55357,44.9,1439.0,174,0
L55358,52.1,1352.0,176,0
L55359,35.4,1560.0,178,0
L55361,23.7,1835.0,183,1
L55363,47.3,1452.0,188,0
L55364,17.7,2144.0,190,1
L55365,41.0,1554.0,192,0
L55366,25.4,1827.0,194,1
L55367,46.3,1448.0,196,0
L55369,21.0,1983.0,201,1
L55372,65.2,1229.0,209,0
L55373,22.3,1873.0,211,1
L55374,45.7,1426.0,213,0
L55375,53.9,1376.0,215,0
L55376,33.6,1622.0,217,0
L55379,27.0,1737.0,225,1
L55380,42.4,1426.0,0,2
L55382,32.4,1669.0,5,1
L55384,27.8,1751.0,10,1
L55386,43.5,1483.0,15,2
L55387,42.6,1535.0,17,2
L55388,44.0,1477.0,19,2
L55389,46.9,1391.0,21,2
L55391,33.3,1675.0,28,1
L55394,45.8,1391.0,38,2
L55395,43.1,1437.0,40,2
L55396,61.9,1370.0,42,2
L55397,37.1,1577.0,44,2
L55398,37.8,1485.0,46,2
L55399,34.3,1504.0,48,2
L55402,27.9,1755.0,56,1
L55403,54.9,1329.0,58,2
L55404,35.2,1496.0,60,2
L55405,36.6,1532.0,62,2
L55406,61.4,1389.0,64,2
L55409,27.4,1739.0,72,1
L55410,26.9,1736.0,74,1
L55411,48.8,1419.0,76,2
L55412,49.7,1326.0,78,2
L55414,39.7,1534.0,83,2
L55416,41.1,1498.0,88,2
L55417,26.0,1796.0,90,1
L55418,45.3,1519.0,92,2
L55419,49.6,1339.0,94,2
L55420,41.5,1483.0,96,2
L55424,38.8,1512.0,109,0
L55426,39.9,1552.0,114,0
L55427,28.0,1713.0,116,1
L55428,44.1,1456.0,118,0
L55429,39.8,1524.0,120,0
L55431,21.2,1981.0,125,1
L55432,36.1,1565.0,127,0
L55433,31.0,1657.0,129,1
L55435,31.1,1606.0,134,1
L55438,39.7,1602.0,144,0
L55439,38.4,1471.0,146,0
L55442,23.9,1921.0,158,1
L55446,24.1,1818.0,173,1
L55447,36.3,1540.0,175,0
L55451,51.1,1309.0,188,0
L55452,52.6,1363.0,190,0
L55454,29.2,1640.0,195,1
L55456,52.8,1384.0,200,0
L55458,46.4,1464.0,207,0
L55459,25.4,1803.0,209,1
L55460,39.1,1602.0,211,0
L55464,33.3,1651.0,0,2
L55465,52.7,1387.0,2,2
L55467,38.1,1585.0,7,2
L55469,43.8,1406.0,12,2
L55471,26.9,1717.0,17,1
L55475,26.3,1739.0,30,1
L55476,39.0,1436.0,32,2
L55479,31.8,1637.0,42,1
L55480,37.6,1558.0,44,2
L55482,31.1,1641.0,49,1
L55483,41.0,1504.0,51,2
L55488,45.3,1401.0,67,2
L55490,39.7,1465.0,72,2
L55494,30.6,1739.0,83,1
L55496,40.0,1463.0,90,2
L55497,30.4,1667.0,92,1
L55499,45.7,1393.0,99,2
L55501,50.0,1442.0,104,2
L55502,44.9,1364.0,106,2
L55508,52.2,1325.0,127,0
L55509,49.6,1424.0,129,0
L55510,39.0,1505.0,131,0
L55512,44.0,1529.0,136,0
L55516,48.8,1449.0,147,0
L55518,28.5,1740.0,152,1
L55521,29.6,1751.0,160,1
L55522,40.6,1510.0,162,0
L55524,40.4,1609.0,169,0
L55526,35.7,1601.0,176,0
L55527,31.1,1665.0,178,1
L55532,36.9,1491.0,192,0
L55533,55.6,1442.0,194,0
L55534,50.3,1390.0,196,0
L55535,46.7,1502.0,198,0
L55537,46.3,1385.0,203,0
L55538,37.4,1547.0,0,2
L55540,35.8,1540.0,5,2
L55541,44.3,1450.0,7,2
L55542,62.5,1353.0,9,2
L55543,45.0,1582.0,11,2
L55544,49.0,1396.0,13,2
L55547,49.9,1390.0,21,2
L55548,42.1,1534.0,23,2
L55549,20.6,1953.0,25,1
L55550,33.6,1634.0,27,2
L55551,21.7,1881.0,29,1
L55554,63.4,1225.0,37,2
L55556,49.3,1334.0,42,2
L55557,50.3,1336.0,44,2
L55559,31.9,1629.0,49,1
L55560,25.7,1776.0,51,1
L55562,27.3,1719.0,58,1
L55564,43.1,1450.0,63,2
L55567,47.2,1351.0,73,2
L55568,46.5,1365.0,75,2
L55569,39.7,1525.0,77,2
L55571,42.7,1423.0,82,2
L55573,43.5,1428.0,87,2
L55577,26.4,1724.0,100,1
L55578,12.1,2617.0,102,1
L55579,59.4,1294.0,104,2
L55580,40.7,1533.0,106,2
L55582,52.4,1370.0,113,0
L55583,45.1,1462.0,115,0
L55584,36.6,1545.0,117,0
L55587,50.1,1357.0,125,0
L55589,26.9,1861.0,130,1
L55590,44.5,1548.0,132,0
L55591,37.7,1496.0,134,0
L55594,20.1,1842.0,142,1
L55598,23.2,1971.0,155,1
L55599,39.9,1431.0,157,0
L55600,37.7,1546.0,159,0
L55601,36.3,1496.0,161,0
L55603,46.2,1452.0,168,0
L55604,44.7,1380.0,170,0
L55605,38.4,1567.0,172,0
L55606,35.9,1628.0,174,0
L55607,46.1,1505.0,176,0
L55609,40.0,1577.0,181,0
L55610,57.2,1304.0,183,0
L55612,39.9,1537.0,190,0
L55616,51.3,1371.0,201,0
L55617,65.9,1181.0,203,0
L55618,42.8,1469.0,205,0
L55619,34.6,1637.0,207,0
L55620,56.0,1370.0,0,2
L55621,30.6,1630.0,2,1
L55622,39.0,1517.0,4,2
L55626,42.1,1482.0,15,2
L55627,49.9,1439.0,17,2
L55628,41.2,1492.0,19,2
L55629,27.8,1725.0,21,1
L55630,44.2,1559.0,23,2
L55631,42.5,1435.0,25,2
L55633,37.1,1564.0,30,2
L55634,40.3,1522.0,32,2
L55635,59.5,1356.0,34,2
L55636,38.6,1556.0,36,2
L55637,45.5,1393.0,38,2
L55638,26.8,1753.0,40,1
L55639,29.5,1651.0,42,1
L55640,54.7,1372.0,44,2
L55641,43.3,1446.0,46,2
L55646,38.4,1469.0,62,2
L55647,28.3,1704.0,64,1
L55650,38.0,1464.0,74,2
L55651,46.4,1332.0,76,2
L55652,37.8,1634.0,78,2
L55656,32.2,1585.0,89,1
L55659,33.4,1627.0,99,1
L55660,35.6,1477.0,101,2
L55662,38.1,1520.0,106,2
L55663,31.5,1618.0,108,1
L55664,50.3,1397.0,110,2
L55665,47.9,1450.0,112,0
L55667,50.1,1392.0,117,0
L55668,43.2,1385.0,119,0
L55669,46.3,1461.0,121,0
L55671,38.6,1579.0,126,0
L55674,36.7,1542.0,134,0
L55675,27.1,1668.0,136,1
L55678,37.8,1479.0,144,0
L55679,30.2,1655.0,146,1
L55680,30.3,1711.0,148,1
L55681,34.6,1581.0,150,0
L55683,40.9,1468.0,157,0
L55684,41.3,1419.0,159,0
L55685,38.6,1530.0,161,0
L55686,27.3,1710.0,163,1
L55687,39.8,1518.0,165,0
L55690,44.3,1484.0,173,0
L55691,44.2,1457.0,175,0
L55694,47.1,1447.0,185,0
L55695,45.4,1443.0,187,0
L55696,30.9,1527.0,189,0
L55699,44.1,1420.0,197,0
L55701,50.4,1376.0,202,0
